DAG,Datahub_Composer,OtherNotes
BQ_to_BQ_fcty_ent_usage_mvno_billing_category_type_dim_load_app,b1,Critical; Aaditya
BQ_to_BQ_fcty_ent_usage_mvno_call_type_dim_load_app,b1,Critical; Aaditya
BQ_to_BQ_fcty_ent_usage_network_type_dim_load_app,b1,Critical; Aaditya
BQ_to_BQ_fcty_ent_billing_mvno_glcode_dim_load_app,b1,Critical; Aaditya
BQ_to_BQ_fcty_ent_billing_bill_cycle_dim_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_humb_hold_code_corp_cntrct_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_humb_migration_area_corp_cntrct_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_humb_product_attribute_corp_cntrct_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_humb_product_corp_cntrct_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_humb_product_relation_corp_cntrct_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_humb_prod_type_corp_cntrct_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_humb_related_contract_assign_corp_cntrct_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_humb_service_address_corp_cntrct_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_humb_wf_step_comm_hc_assign_corp_cntrct_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_humb_wf_step_user_hc_assign_corp_cntrct_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_humb_workflow_step_corp_cntrct_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_humb_civic_address_corp_cntrct_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_humb_contract_attrb_val_assign_corp_cntrct_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_humb_contract_component_corp_cntrct_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_humb_contract_event_corp_cntrct_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_humb_contract_corp_cntrct_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_humb_contract_workflow_assign_corp_cntrct_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_humb_customer_cntrct_assignmnt_corp_cntrct_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_humb_contract_product_assign_corp_cntrct_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_humb_contract_role_corp_cntrct_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_humb_customer_corp_cntrct_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_humb_employee_contract_assign_corp_cntrct_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_humb_employee_corp_cntrct_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_arbor_0103_cmf_billed_agrcvbl_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_corpsoln_arbor_0103_cmf_balance_billed_agrcvbl_load_app,b2,Critical; Aaditya
BQ_to_BQ_fcty_wrk_actvn_icc_group_channel_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_mdm_cust_acct_hsehold_reln_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_extrnl_customer_dim_load_app,b2,Critical
BQ_to_BQ_fcty_ent_actvn_bi_service_grp_dim_load_app,b2,Critical
BQ_to_BQ_fcty_ent_actvn_bi_pp_srvc_grp_rule_load_app,b2,Critical
BQ_to_BQ_fcty_ent_actvn_bi_product_hierarchy_mstr_load_app,b2,Critical
BQ_to_BQ_fcty_ent_actvn_order_request_location_dim_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_subscriber_kb_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_fsa_address_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_customer_subscription_cust_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_customer_subscription_load_app,b2,Critical
BQ_to_BQ_Detokenization_fcty_custprofl_customer_contact_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_address_unit_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_all_portal_access_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_fifa_sales_order_chnl_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_contact_address_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_subscription_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_bill_acct_seg_default_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_kb_service_agreement_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_xtransaction_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_nc_fifa_reverse_logistics_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_billing_account_crdb_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_customer_load_app,b2,Critical
BQ_to_BQ_fcty_ent_cnfdim_sales_rep_chnl_org_reln_dim_load_app,b2,Critical
BQ_to_BQ_fcty_ent_cnfdim_equip_chnl_org_reln_dim_load_app,b2,Critical
BQ_to_BQ_fcty_ent_cnfdim_outlet_dim_load_app,b2,Critical
BQ_to_BQ_fcty_ent_cnfdim_cust_ident_addr_dim_load_app,b2,Critical
BQ_to_BQ_fcty_ent_cnfdim_channel_org_dim_load_app,b2,Critical
BQ_to_BQ_fcty_ent_cnfdim_chnl_org_outlet_reln_dim_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_cnfdim_cust_ident_addr_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_billing_account_reln_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_product_instance_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_billing_acct_assn_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_tbap_item_atrs_list_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_order_sales_channel_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_nc_fifa_prod_offer_instnc_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_client_account_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_discount_plan_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_billing_account_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_ban_discount_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_adjustment_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_bacct_grp_scorecard_input_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_fifa_control_migration_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_oms_discount_plan_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_actvn_mdm_cust_scorecard_input_load_app,b2,Critical
BQ_to_BQ_fcty_ent_actvn_srvc_offer_mrc_component_load_app,b2,Critical
BQ_to_BQ_fcty_ent_actvn_non_payment_account_dim_load_app,b2,Critical
BQ_to_BQ_fcty_ent_actvn_iot_prod_instnc_keymap_load_app,b2,Critical
BQ_to_BQ_fcty_ent_actvn_prod_instnc_discount_dim_load_app,b2,Critical
BQ_to_BQ_fcty_ent_actvn_iot_communication_plan_dim_load_app,b2,Critical
BQ_to_BQ_fcty_ent_cnfdim_outlet_sales_rep_reln_dim_load_app,b2,Critical
BQ_to_BQ_fcty_ent_cnfdim_equip_reln_dim_load_app,b2,Critical
GCS_to_BQ_fcty_corpsoln_ff_coreab_0101_cuca_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_coreab_0101_acct_dm_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_coreab_0101_guidefile_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_coreab_0101_billreg_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_coreab_0101_billconsol_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_coreab_0101_rateband_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_coreab_0101_so_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_coreab_0101_closedcan_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_coreab_0101_dss_prorate_billed_adjmt_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_coreab_0101_triad_score_billed_agrcvbl_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_coreab_0101_a1_billed_agrcvbl_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_coreab_0101_adv_billed_agrcvbl_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_coreab_0101_f1_billed_agrcvbl_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_coreab_0101_b1_billed_agrcvbl_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_coreab_0101_c1_billed_agrcvbl_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_coreab_0101_d1_billed_agrcvbl_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_coreab_0101_othr_billed_agrcvbl_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_coreab_0101_callcard_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_coreab_0101_cdb_ajac381_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_coreab_0101_equip_billreg_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_coreab_0101_equip_consol_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_coreab_0101_equip_so_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_coreab_0101_busrescan_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_billaddr_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_cmistic_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_corpmain_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_corprate_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_cid_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_circuit_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_corpfunc_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_corptrea_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_ovlsmr_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_pilot_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_plan_phr_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_profile_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_servaddr_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_billreg_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_billconsol_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_equip_so_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_cdw_bacct_cid_asgnmt_cust_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_cdw_bill_acct_ref_cust_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_cdw_bill_acct_rel_cust_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_cdw_cbu_assignment_cust_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_cdw_cbu_name_cust_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_cdw_customer_id_cust_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_plantic_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_a1_billed_agrcvbl_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_adv_billed_agrcvbl_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_d1_billed_agrcvbl_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_f1_billed_agrcvbl_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_b1_billed_agrcvbl_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_c1_billed_agrcvbl_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_othr_billed_agrcvbl_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_callcard_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_equip_billreg_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_equip_consol_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_country_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_cdw_cust_hier_rel_cust_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_so_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_cdw_prorate_billed_adjmt_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_ticxref_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_corebc_0102_triad_score_billed_agrcvbl_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_arbor_0103_billed_adjmt_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_arbor_0103_billed_rev_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_arbor_0103_dtl_billed_rev_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_cabsab_0116_billed_rev_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_cabsbc_0117_billed_rev_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_cbsstq_0119_billed_rev_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_cbsstq_0119_customer_product_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_cbsstq_0119_customer_profile_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_cdw_0102_billed_rev_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_concert_0110_billed_rev_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_dss_0101_billed_rev_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_dun_brad_dnb_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_ewin_ba_telno_xref_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_ewin_line_service_type_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_kenan_0103_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_ldmbc_0102_billed_usg_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_productlist_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_ax_1099_billed_rev_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_ax_1099_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_tm_0130_billed_rev_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_tns_0106_billed_rev_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_tns_0106_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_ldmab_0101_btn_billed_usg_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_ldmab_0101_wtn_billed_usg_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_cabs_0116_billed_agrcvbl_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_cabs_0117_billed_agrcvbl_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_sapsd_0104_billed_adjmt_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_sapsd_0104_billed_rev_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_sapsd_0104_slsorg_corp_cust_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_sapsd_0104_zmatmtr_prod_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_sapsd_0104_corp_cust_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_wls_gl_classif_type_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_wls_gl_split_type_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_actvn_bi_feature_family_mbr_wln_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_actvn_bi_feature_family_mbr_wls_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_actvn_bi_feature_family_wln_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_actvn_bi_feature_family_wls_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_wls_gl_split_charge_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_actvn_wlswln_prod_instnc_change_wln_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_actvn_wlswln_prod_instnc_change_wls_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_billing_acct_hsehold_reln_dim_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_mdm_cust_reln_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_bi_price_plan_classn_wls_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_bi_price_plan_classn_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_actvn_bi_price_plan_classn_wls_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_bi_channel_classn_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_actvn_order_oa_dlycustoaactvy_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_actvn_order_oa_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_order_item_keymap_fifa_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_order_item_keymap_oms_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_iot_prod_instnc_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_order_action_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_order_action_item_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_order_action_item_dim_subitem_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_equipment_key_map_crdb_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_equipment_key_map_odscm_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_equipment_key_map_rk_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_prod_instnc_price_plan_profl_wls_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_prod_instnc_price_plan_profl_wln_load_app,b2,Supported
BQ_to_BQ_fcty_ent_prod_offr_price_plan_catalogue_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_custprofl_billing_account_dim_rk_load_app,b2,Supported
BQ_to_BQ_fcty_ent_custprofl_billing_account_dim_custods_load_app,b2,Supported
BQ_to_BQ_fcty_ent_custprofl_billing_account_dim_crdb_load_app,b2,Supported
BQ_to_BQ_fcty_ent_custprofl_customer_dim_crdb_load_app,b2,Supported
BQ_to_BQ_fcty_ent_custprofl_customer_dim_custods_load_app,b2,Supported
BQ_to_BQ_fcty_ent_custprofl_customer_dim_rk_load_app,b2,Supported
BQ_to_BQ_fcty_ent_custprofl_product_instance_dim_rk_load_app,b2,Supported
BQ_to_BQ_fcty_ent_custprofl_product_instance_dim_crdb_load_app,b2,Supported
BQ_to_BQ_fcty_ent_custprofl_product_instance_dim_kb_load_app,b2,Supported
BQ_to_BQ_fcty_ent_custprofl_product_instance_dim_odscm_load_app,b2,Supported
BQ_to_BQ_fcty_ent_custprofl_product_instance_dim_tbap_load_app,b2,Supported
BQ_to_BQ_fcty_ent_custprofl_product_instance_dim_ncrdb_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_servreq_consent_type_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_servreq_application_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_combo_disc_rules_promo_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_combo_group_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_job_func_type_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_job_title_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_redeemed_offer_type_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_reward_program_type_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_reward_program_type_dim_wls_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_reward_transaction_type_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_transfer_rqst_stat_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_service_request_status_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_transfer_rqst_dir_type_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_mktg_offer_tier_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_reward_charge_type_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_service_request_actor_role_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_status_lifecycle_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_transfer_carrier_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_service_request_event_type_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_order_status_dim_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_actvn_oa_channel_reln_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_resrc_service_qual_addr_load_app,b2,Supported
BQ_to_BQ_fcty_ent_corpsoln_corp_customer_dim_currview_corp_cust_load_app,b2,Supported
BQ_to_BQ_fcty_ent_corpsoln_corp_customer_dim_sapsd_corp_cust_load_app,b2,Supported
BQ_to_BQ_fcty_ent_corpsoln_corp_customer_dim_tac_corp_cust_load_app,b2,Supported
BQ_to_BQ_fcty_ent_corpsoln_corp_customer_dim_tns_corp_cust_load_app,b2,Supported
BQ_to_BQ_fcty_ent_corpsoln_corp_customer_dim_tq_corp_cust_load_app,b2,Supported
BQ_to_BQ_fcty_ent_corpsoln_corp_customer_dim_corebc_corp_cust_load_app,b2,Supported
BQ_to_BQ_fcty_ent_corpsoln_corp_customer_dim_coreab_corp_cust_load_app,b2,Supported
BQ_to_BQ_fcty_ent_corpsoln_corp_customer_dim_cbsstq_corp_cust_load_app,b2,Supported
BQ_to_BQ_fcty_ent_corpsoln_corp_customer_dim_cabs_corp_cust_load_app,b2,Supported
BQ_to_BQ_fcty_ent_corpsoln_corp_customer_dim_ax_corp_cust_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_corpsoln_product_catalogue_register_kb_prod_hier_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_corpsoln_product_catalogue_register_rk_prod_hier_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_corpsoln_product_catalogue_register_eq_prod_hier_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_corpsoln_product_catalogue_register_odspr_prod_hier_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_corpsoln_product_catalogue_register_sapsd_prod_hier_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_corpsoln_product_catalogue_register_sapmm_prod_hier_load_app,b2,Supported
BQ_to_BQ_fcty_ent_corpsoln_alt_corp_customer_profl_corp_cust_load_app,b2,Supported
BQ_to_BQ_fcty_ent_corpsoln_corp_customer_profl_corp_cust_load_app,b2,Supported
BQ_to_BQ_fcty_ent_corpsoln_customer_hierarchy_dim_cust_hier_load_app,b2,Supported
BQ_to_BQ_fcty_ent_corpsoln_product_hierarchy_dim_sapsd_prod_hier_load_app,b2,Supported
BQ_to_BQ_fcty_ent_corpsoln_product_hierarchy_dim_sapmm_1_prod_hier_load_app,b2,Supported
BQ_to_BQ_fcty_ent_corpsoln_product_hierarchy_dim_sapmm_2_prod_hier_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_corpsoln_product_catalogue_alias_oms_prod_hier_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_corpsoln_product_catalogue_alias_sapmm_1_prod_hier_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_corpsoln_product_catalogue_alias_sapsd_prod_hier_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_corpsoln_product_catalogue_alias_sapmm_2_prod_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_sapmm_0112_pgrtoepp_prod_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_sapmm_0112_portopsg_prod_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_sapmm_0112_psgtopgr_prod_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_sapmm_0112_wwfam_prod_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_sapmm_0112_wwlin_prod_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_sapmm_0112_wwpgr_prod_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_sapmm_0112_wwpor_prod_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_sapmm_0112_wwpsg_prod_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_sapmm_0112_famtopor_prod_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_sapmm_0112_matnr_prod_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_sapmm_0112_famtolin_prod_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_sapmm_0112_ab_ticx_prod_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_sapmm_0112_bc_ticx_prod_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_sapmm_0112_ab_rais_prod_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_sapmm_0112_bc_rais_prod_hier_load_app,b2,Supported
GCS_to_BQ_fcty_corpsoln_ff_sapmm_0112_wwsrb_prod_hier_load_app,b2,Supported
GCS_to_GCS_ess_load_app,b1,Supported
BQ_to_BQ_fcty_ent_actvn_bi_feature_family_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_bi_feature_family_mbr_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_bacct_group_scorecard_input_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_billing_account_group_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_hs_service_offer_keymap_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_mdm_cust_scorecard_input_load_app,b2,Supported
